A,B,C,D,E
RFSD13482,4042465483,19775614,1,Running
RFSD13483,4042464933,19775615,1,Running
RFSD13484,4042465270,19775616,1,Running
RFSD13485,4042465308,19775617,1,Running
RFSD13486,4042465357,19775618,1,Running
RFSD13487,4042465342,19775619,1,Running
RFSD13488,4042473704,19775620,1,Running
RFSD13489,4042464513,19775621,1,Running
RFSD13490,4042464930,19775622,1,Running
RFSD13491,4042464817,19775623,1,Running
RFSD13492,4042474190,19775624,1,Running
RFSD13493,4042465457,19775625,1,Running
RFSD13494,4042465260,19775626,1,Running
RFSD13495,4042464786,19775627,1,Running
RFSD13496,4042464906,19775628,1,Running
RFSD13497,4042465453,19775629,1,Running
RFSD13498,4042464634,19775630,1,Running
RFSD13499,4042465719,19775631,1,Running
RFSD13500,4042465059,19775632,1,Running
RFSD13501,4042465467,19775633,1,Running
RFSD13502,4042465473,19775634,1,Running
RFSD13503,4042465449,19775635,1,Running
RFSD13504,4042465868,19775636,1,Running
RFSD13505,4042464516,19775637,1,Running
RFSD13506,4042465727,19775638,1,Running
RFSD13507,4042464545,19775639,1,Running
RFSD13508,4042474206,19775640,1,Running
RFSD13509,4042464644,19775641,1,Running
RFSD13510,4042464808,19775642,1,Running
RFSD13511,4042464907,19775643,1,Running
RFSD13512,4042473917,19775644,1,Running
RFSD13513,4042464561,19775645,1,Running
RFSD13514,4042465081,19775646,1,Running
RFSD13515,4042464955,19775647,1,Running
RFSD13516,4042465111,19775648,1,Running
RFSD13517,4042465470,19775649,1,Running
RFSD13518,4042465786,19775650,1,Running
RFSD13519,4042465923,19775651,1,Running
RFSD13521,4042463045,19775653,1,Running
RFSD13522,4042465471,19775654,1,Running
RFSD13523,4042465454,19775655,1,Running
RFSD13524,4042465421,19775656,1,Running
RFSD13525,4042464543,19775657,1,Running
RFSD13526,4042465464,19775658,1,Running
RFSD13527,4042473764,19775659,1,Running
RFSD13528,4042465380,19775660,1,Running
RFSD13529,4042464640,19775661,1,Running
RFSD13530,4042464876,19775662,1,Running
RFSD13531,4042464535,19775663,1,Running
RFSD13532,4042465378,19775664,1,Running
RFSD13533,4042464958,19775665,1,Running
RFSD13534,4042465506,19775666,1,Running
RFSD13535,4042465785,19775667,1,Running
RFSD13536,4042465970,19775668,1,Running
RFSD13537,4042464695,19775669,1,Running
RFSD13538,4042465480,19775670,1,Running
RFSD13540,4042465068,19775672,1,Running
RFSD13541,4042465889,19775673,1,Running
RFSD13542,4042479188,19775674,1,Running
RFSD13543,4042464785,19775675,1,Running
RFSD13544,4042465390,19775676,1,Running
RFSD13545,4042464789,19775677,1,Running
RFSD13546,4042465182,19775678,1,Running
RFSD13547,4042474719,19775679,1,Running
RFSD13548,4042465395,19775680,1,Running
RFSD13549,4042465317,19775681,1,Running
RFSD13550,4042465298,19775682,1,Running
RFSD13551,4042464859,19775683,1,Running
RFSD13552,4042465784,19775684,1,Running
RFSD13553,4042464672,19775685,1,Running
RFSD13554,4042464766,19775686,1,Running
RFSD13555,4042465191,19775687,1,Running
RFSD13556,4042465223,19775688,1,Running
RFSD13557,4042465933,19775689,1,Running
RFSD13558,4042465303,19775690,1,Running
RFSD13559,4042465928,19775691,1,Running
RFSD13560,4042465266,19775692,1,Running
RFSD13561,4042474089,19775693,1,Running
RFSD13562,4042464673,19775694,1,Running
RFSD13564,4042465305,19775696,1,Running
RFSD13565,4042464666,19775697,1,Running
RFSD13566,4042464777,19775698,1,Running
RFSD13567,4042473474,19775699,1,Running
RFSD13568,4042465783,19775700,1,Running
RFSD13569,4042464866,19775701,1,Running
RFSD13570,4042465183,19775702,1,Running
RFSD13571,4042473203,19775703,1,Running
RFSD13572,4042465553,19775704,1,Running
RFSD13573,4042465312,19775705,1,Running
RFSD13574,4042464764,19775706,1,Running
RFSD13576,4042465113,19775708,1,Running
RFSD13577,4042465456,19775709,1,Running
RFSD13578,4042464508,19775710,1,Running
RFSD13579,4042464693,19775711,1,Running
RFSD13581,4042474766,19775713,1,Running
RFSD13582,4042478400,19775714,1,Running
RFSD13583,4042465935,19775715,1,Running
RFSD13584,4042465529,19775716,1,Running
RFSD13585,4042473509,19775717,1,Running
RFSD13586,4042485389,19775718,1,Running
RFSD13588,4042465520,19775720,1,Running
RFSD13590,4042473222,19775722,1,Running
RFSD13593,4042473217,19775725,1,Running
RFSD13595,4042473226,19775727,1,Running
RFSD13596,4042465556,19775728,1,Running
RFSD13597,4042474155,19775729,1,Running
RFSD13598,4042479192,19775730,1,Running
RFSD13599,4042478147,19775731,1,Running
RFSD13600,4042465489,19775732,1,Running
RFSD13602,4042465926,19775734,1,Running
RFSD13603,4042473701,19775735,1,Running
RFSD13608,4042465530,19775740,1,Running
RFSD13610,4042464770,19775742,1,Running
RFSD13614,4042464881,19775746,1,Running
RFSD13617,4042465799,19775749,1,Running
RFSD13619,4042465795,19775751,1,Running
RFSD13620,4042473697,19775752,1,Running
RFSD13626,4042473197,19775758,1,Running
RFSD13627,4042473213,19775759,1,Running
RFSD13632,4042464891,19775764,1,Running
RFSD13633,4042473500,19775765,1,Running
RFSD13634,4042465982,19775766,1,Running
RFSD13635,4042465331,19775767,1,Running
RFSD13637,4042473210,19775769,1,Running
RFSD13644,4042465925,19775776,1,Running
RFSD13647,4042465886,19775779,1,Running
RFSD13648,4042473796,19775780,1,Running
RFSD13652,4042465429,19775784,1,Running
RFSD13653,4042465915,19775785,1,Running
RFSD13654,4042465249,19775786,1,Running
RFSD13655,4042465544,19775787,1,Running
RFSD13656,4042474109,19775788,1,Running
RFSD13657,4042473483,19775789,1,Running
RFSD13658,4042465309,19775790,1,Running
RFSD13659,4042464460,19775791,1,Running
RFSD13660,4042473510,19775792,1,Running
RFSD13661,4042473789,19775793,1,Running
RFSD13662,4042473874,19775794,1,Running
RFSD13663,4042465366,19775795,1,Running
RFSD13664,4042465299,19775796,1,Running
RFSD13665,4042478583,19775797,1,Running
RFSD13666,4042473523,19775798,1,Running
RFSD13667,4042474101,19775799,1,Running
RFSD13668,4042465793,19775800,1,Running
RFSD13669,4042465728,19775801,1,Running
RFSD13670,4042465375,19775802,1,Running
RFSD13671,4042465217,19775803,1,Running
RFSD13672,4042465459,19775804,1,Running
RFSD13673,4042473196,19775805,1,Running
RFSD13674,4042465374,19775806,1,Running
RFSD13675,4042465387,19775807,1,Running
RFSD13676,4042465426,19775808,1,Running
RFSD13677,4042465461,19775809,1,Running
RFSD13678,4042465304,19775810,1,Running
RFSD13679,4042465463,19775811,1,Running
RFSD13680,4043143780,19775965,1,Running
RFSD13681,4043143539,19775966,1,Running
RFSD13682,4043143175,19775967,1,Running
RFSD13683,4043143191,19775968,1,Running
RFSD13684,4043143373,19775969,1,Running
RFSD13686,4043143851,19775971,1,Running
RFSD13687,4043143869,19775972,1,Running
RFSD13688,4043144089,19775973,1,Running
RFSD13689,4043143839,19775974,1,Running
RFSD13690,4043143995,19775975,1,Running
RFSD13691,4043143360,19775976,1,Running
RFSD13692,4043144017,19775977,1,Running
RFSD13693,4043143936,19775978,1,Running
RFSD13694,4043143871,19775979,1,Running
RFSD13695,4043143852,19775980,1,Running
RFSD13699,4043143863,19775984,1,Running
RFSD13700,4043144070,19775985,1,Running
RFSD13701,4043143814,19775986,1,Running
RFSD13702,4043144093,19775987,1,Running
RFSD13703,4043143756,19775988,1,Running
RFSD13709,4043143855,19775994,1,Running
RFSD13710,4043143610,19775995,1,Running
RFSD13711,4043143812,19775996,1,Running
RFSD13712,4043143390,19775997,1,Running
RFSD13713,4043144020,19775998,1,Running
RFSD13715,4043143584,19776000,1,Running
RFSD13718,4043143945,19776003,1,Running
RFSD13724,4043143857,19776009,1,Running
RFSD13725,4043143865,19776010,1,Running
RFSD13726,4043143328,19776011,1,Running
RFSD13727,4043143683,19776012,1,Running
RFSD13728,4043143597,19776013,1,Running
RFSD13729,4043143909,19776014,1,Running
RFSD13730,4043143652,19776015,1,Running
RFSD13731,4043143997,19776016,1,Running
RFSD13732,4043143639,19776017,1,Running
RFSD13733,4043143569,19776018,1,Running
RFSD13734,4043143510,19776019,1,Running
RFSD13735,4043143579,19776020,1,Running
RFSD13736,4043143866,19776021,1,Running
RFSD13737,4043143853,19776022,1,Running
RFSD13738,4043143665,19776023,1,Running
RFSD13739,4043143884,19776024,1,Running
RFSD13740,4043143352,19776025,1,Running
RFSD13741,4043143406,19776026,1,Running
RFSD13742,4043143624,19776027,1,Running
RFSD13743,4043144041,19776028,1,Running
RFSD13744,4043143557,19776029,1,Running
RFSD13746,4043143860,19776031,1,Running
RFSD13748,4043143568,19776033,1,Running
RFSD13749,4043144007,19776034,1,Running
RFSD13750,4043143646,19776035,1,Running
RFSD13751,4043143321,19776036,1,Running
RFSD13752,4043143284,19776037,1,Running
RFSD13753,4043143558,19776038,1,Running
RFSD13754,4043143844,19776039,1,Running
RFSD13756,4043143615,19776041,1,Running
RFSD13757,4043143669,19776042,1,Running
RFSD13758,4043143637,19776043,1,Running
RFSD13759,4043143621,19776044,1,Running
RFSD13760,4043143504,19776045,1,Running
RFSD13761,4043143596,19776046,1,Running
RFSD13762,4043143607,19776047,1,Running
RFSD13763,4043143692,19776048,1,Running
RFSD13764,4043143878,19776049,1,Running
RFSD13766,4043143861,19776051,1,Running
RFSD13767,4043131667,19776052,1,Running
RFSD13768,4043143401,19776053,1,Running
RFSD13769,4043143872,19776054,1,Running
RFSD13770,4043143566,19776055,1,Running
RFSD13771,4043143279,19776056,1,Running
RFSD13773,4043143316,19776058,1,Running
RFSD13774,4043143385,19776059,1,Running
RFSD13775,4043143338,19776060,1,Running
RFSD13776,4043143367,19776061,1,Running
RFSD13777,4043143489,19776062,1,Running
RFSD13778,4043143537,19776063,1,Running
RFSD13779,4043143508,19776064,1,Running
RFSD13780,4043143348,19776065,1,Running
RFSD13781,4043143337,19776066,1,Running
RFSD13782,4043143349,19776067,1,Running
RFSD13783,4043143549,19776068,1,Running
RFSD13784,4043143297,19776069,1,Running
RFSD13785,4043143685,19776070,1,Running
RFSD13786,4043143535,19776071,1,Running
RFSD13787,4043143850,19776072,1,Running
RFSD13788,4043143306,19776073,1,Running
RFSD13789,4043143276,19776074,1,Running
RFSD13790,4043144079,19776075,1,Running
RFSD13791,4043143296,19776076,1,Running
RFSD13792,4043143485,19776077,1,Running
RFSD13793,4043143858,19776078,1,Running
RFSD13795,4043143856,19776080,1,Running
RFSD13796,4043143298,19776081,1,Running
RFSD13797,4043143864,19776082,1,Running
RFSD13798,4043143213,19776083,1,Running
RFSD13799,4043143593,19776084,1,Running
RFSD13800,4043143849,19776085,1,Running
RFSD13801,4043143554,19776086,1,Running
RFSD13802,4043143543,19776087,1,Running
RFSD13803,4043143501,19776088,1,Running
RFSD13804,4043143845,19776089,1,Running
RFSD13806,4043143868,19776091,1,Running
RFSD13807,4043143854,19776092,1,Running
RFSD13809,4043143591,19776094,1,Running
RFSD13810,4043143277,19776095,1,Running
RFSD13811,4043133880,19776096,1,Running
RFSD13812,4043143870,19776097,1,Running
RFSD13813,4043144080,19776098,1,Running
RFSD13814,4043143986,19776099,1,Running
RFSD13815,4043143556,19776100,1,Running
RFSD13816,4043143843,19776101,1,Running
RFSD13817,4043138162,19776102,1,Running
RFSD13818,4043143497,19776103,1,Running
RFSD13819,4043143536,19776104,1,Running
RFSD13820,4043144057,19776105,1,Running
RFSD13821,4043138181,19776106,1,Running
RFSD13822,4043143269,19776107,1,Running
RFSD13823,4043144043,19776108,1,Running
RFSD13824,4043143203,19776109,1,Running
RFSD13825,4043143553,19776110,1,Running
RFSD13826,4043143478,19776111,1,Running
RFSD13827,4043143833,19776112,1,Running
RFSD13828,4043143288,19776113,1,Running
RFSD13829,4043143890,19776114,1,Running
RFSD13830,4043143937,19776115,1,Running
RFSD13831,4043143925,19776116,1,Running
RFSD13832,4043143487,19776117,1,Running
RFSD13833,4043138173,19776118,1,Running
RFSD13834,4043143268,19776119,1,Running
RFSD13835,4043137444,19776120,1,Running
RFSD13836,4043143381,19776121,1,Running
RFSD13837,4043143841,19776122,1,Running
RFSD13838,4043143281,19776123,1,Running
RFSD13839,4043138142,19776124,1,Running
RFSD13840,4043143308,19776125,1,Running
RFSD13841,4043143581,19776126,1,Running
RFSD13842,4043143589,19776127,1,Running
RFSD13843,4043143859,19776128,1,Running
RFSD13844,4043143679,19776129,1,Running
RFSD13845,4043143703,19776130,1,Running
RFSD13846,4043143304,19776131,1,Running
RFSD13847,4043143967,19776132,1,Running
RFSD13848,4043143800,19776133,1,Running
RFSD13849,4043143838,19776134,1,Running
RFSD13850,4043143695,19776135,1,Running
RFSD13851,4043143661,19776136,1,Running
RFSD13852,4043143547,19776137,1,Running
RFSD13853,4043144054,19776138,1,Running
RFSD13854,4043143075,19776139,1,Running
RFSD13855,4043143739,19776140,1,Running
RFSD13857,4043142682,19776142,1,Running
RFSD13859,4043143544,19776144,1,Running
RFSD13860,4043143881,19776145,1,Running
RFSD13861,4043143393,19776146,1,Running
RFSD13863,4043143752,19776148,1,Running
RFSD13864,4043143824,19776149,1,Running
RFSD13865,4043143475,19776150,1,Running
RFSD13867,4043143474,19776152,1,Running
RFSD13868,4043143365,19776153,1,Running
RFSD13869,4043143315,19776154,1,Running
RFSD13870,4043143205,19776155,1,Running
RFSD13871,4043143509,19776156,1,Running
RFSD13873,4043143525,19776158,1,Running
RFSD13874,4043143545,19776159,1,Running
RFSD13875,4043144047,19776160,1,Running
RFSD13876,4043143370,19776161,1,Running
RFSD13877,4043143528,19776162,1,Running
RFSD13878,4043143476,19776163,1,Running
RFSD13879,4043143464,19776164,1,Running
RFSD13880,4044128489,19776165,1,Running
RFSD13881,4044128476,19776166,1,Running
RFSD13882,4044128479,19776167,1,Running
RFSD13883,4044128494,19776168,1,Running
RFSD13884,4044181337,19776169,1,Running
RFSD13885,4044181446,19776170,1,Running
RFSD13886,4044181288,19776171,1,Running
RFSD13887,4044181002,19776172,1,Running
RFSD13888,4044181400,19776173,1,Running
RFSD13889,4044181348,19776174,1,Running
RFSD13890,4044181615,19776175,1,Running
RFSD13891,4044181643,19776176,1,Running
RFSD13896,4044181343,19776181,1,Running
RFSD13897,4044181324,19776182,1,Running
RFSD13898,4044181469,19776183,1,Running
RFSD13899,4044181120,19776184,1,Running
RFSD13900,4044181326,19776185,1,Running
RFSD13901,4044181345,19776186,1,Running
RFSD13902,4044181432,19776187,1,Running
RFSD13903,4044181030,19776188,1,Running
RFSD13904,4044181325,19776189,1,Running
RFSD13905,4044181334,19776190,1,Running
RFSD13906,4044181305,19776191,1,Running
RFSD13907,4044181300,19776192,1,Running
RFSD13908,4044181449,19776193,1,Running
RFSD13909,4044181338,19776194,1,Running
RFSD13910,4044181029,19776195,1,Running
RFSD13911,4044181434,19776196,1,Running
RFSD13912,4044181616,19776197,1,Running
RFSD13913,4044181454,19776198,1,Running
RFSD13915,4044181299,19776200,1,Running
RFSD13916,4044181316,19776201,1,Running
RFSD13917,4044181359,19776202,1,Running
RFSD13918,4044181642,19776203,1,Running
RFSD13919,4044181312,19776204,1,Running
RFSD13920,4044181298,19776205,1,Running
RFSD13921,4044181346,19776206,1,Running
RFSD13922,4044181369,19776207,1,Running
RFSD13923,4044181105,19776208,1,Running
RFSD13924,4044180985,19776209,1,Running
RFSD13925,4044181491,19776210,1,Running
RFSD13927,4044181102,19776212,1,Running
RFSD13928,4044181461,19776213,1,Running
RFSD13929,4044180986,19776214,1,Running
RFSD13930,4044181395,19776215,1,Running
RFSD13931,4044126633,19776216,1,Running
RFSD13932,4044181323,19776217,1,Running
RFSD13934,4044181414,19776219,1,Running
RFSD13935,4044181276,19776220,1,Running
RFSD13937,4044181295,19776222,1,Running
RFSD13938,4044181021,19776223,1,Running
RFSD13940,4044181456,19776225,1,Running
RFSD13941,4044181327,19776226,1,Running
RFSD13943,4044126089,19776228,1,Running
RFSD13946,4044181349,19776231,1,Running
RFSD13948,4044181498,19776233,1,Running
RFSD13949,4044127069,19776234,1,Running
RFSD13950,4044181289,19776235,1,Running
RFSD13951,4044181476,19776236,1,Running
RFSD13952,4044181307,19776237,1,Running
RFSD13953,4044181422,19776238,1,Running
RFSD13954,4044181003,19776239,1,Running
RFSD13955,4044181452,19776240,1,Running
RFSD13956,4044181020,19776241,1,Running
RFSD13957,4044181127,19776242,1,Running
RFSD13960,4044181477,19776245,1,Running
RFSD13961,4044181667,19776246,1,Running
RFSD13962,4044126933,19776247,1,Running
RFSD13963,4044181216,19776248,1,Running
RFSD13965,4044181678,19776250,1,Running
RFSD13968,4044181641,19776253,1,Running
RFSD13969,4044181103,19776254,1,Running
RFSD13970,4044181124,19776255,1,Running
RFSD13971,4044181423,19776256,1,Running
RFSD13976,4044181387,19776261,1,Running
RFSD13977,4044181141,19776262,1,Running
RFSD13978,4044127074,19776263,1,Running
RFSD13979,4044181110,19776264,1,Running
RFSD13980,4044126954,19776265,1,Running
RFSD13981,4044181468,19776266,1,Running
RFSD13982,4044181117,19776267,1,Running
RFSD13983,4044181656,19776268,1,Running
RFSD13984,4044181280,19776269,1,Running
RFSD13985,4044126946,19776270,1,Running
RFSD13986,4044181475,19776271,1,Running
RFSD13987,4044126943,19776272,1,Running
RFSD13988,4044181108,19776273,1,Running
RFSD13989,4044181362,19776274,1,Running
RFSD13990,4044181404,19776275,1,Running
RFSD13991,4044127092,19776276,1,Running
RFSD13992,4044127065,19776277,1,Running
RFSD13993,4044126930,19776278,1,Running
RFSD13995,4044126952,19776280,1,Running
RFSD13996,4044181322,19776281,1,Running
RFSD13997,4044126951,19776282,1,Running
RFSD13998,4044126631,19776283,1,Running
RFSD13999,4044126920,19776284,1,Running
RFSD14000,4044126939,19776285,1,Running
RFSD14001,4044127094,19776286,1,Running
RFSD14002,4044127085,19776287,1,Running
RFSD14003,4044181196,19776288,1,Running
RFSD14004,4044181455,19776289,1,Running
RFSD14005,4044181679,19776290,1,Running
RFSD14006,4044126957,19776291,1,Running
RFSD14008,4044127090,19776293,1,Running
RFSD14010,4044181388,19776295,1,Running
RFSD14011,4044126929,19776296,1,Running
RFSD14012,4044126919,19776297,1,Running
RFSD14013,4044127067,19776298,1,Running
RFSD14014,4044181352,19776299,1,Running
RFSD14015,4044181104,19776300,1,Running
RFSD14020,4044181281,19776305,1,Running
RFSD14021,4044181472,19776306,1,Running
RFSD14024,4044126913,19776309,1,Running
RFSD14026,4044181457,19776311,1,Running
RFSD14027,4044127079,19776312,1,Running
RFSD14028,4044181115,19776313,1,Running
RFSD14029,4044126924,19776314,1,Running
RFSD14030,4044127083,19776315,1,Running
RFSD14031,4044126905,19776316,1,Running
RFSD14032,4044181675,19776317,1,Running
RFSD14034,4044180983,19776319,1,Running
RFSD14036,4044181107,19776321,1,Running
RFSD14037,4044127071,19776322,1,Running
RFSD14038,4044181194,19776323,1,Running
RFSD14039,4044127091,19776324,1,Running
RFSD14040,4044126645,19776325,1,Running
RFSD14041,4044181204,19776326,1,Running
RFSD14042,4044126626,19776327,1,Running
RFSD14043,4044126093,19776328,1,Running
RFSD14044,4044126953,19776329,1,Running
RFSD14045,4044127066,19776330,1,Running
RFSD14046,4044126926,19776331,1,Running
RFSD14047,4044181674,19776332,1,Running
